State,County,State_FIPS,County_FIPS
North Carolina,"Gaston County, North Carolina",37,071
North Carolina,"Gates County, North Carolina",37,073
North Carolina,"Graham County, North Carolina",37,075
North Carolina,"Granville County, North Carolina",37,077
North Carolina,"Greene County, North Carolina",37,079
North Carolina,"Guilford County, North Carolina",37,081
North Carolina,"Halifax County, North Carolina",37,083
North Carolina,"Harnett County, North Carolina",37,085
North Carolina,"Haywood County, North Carolina",37,087
North Carolina,"Henderson County, North Carolina",37,089
North Carolina,"Hertford County, North Carolina",37,091
North Carolina,"Hoke County, North Carolina",37,093
North Carolina,"Hyde County, North Carolina",37,095
North Carolina,"Iredell County, North Carolina",37,097
North Carolina,"Jackson County, North Carolina",37,099
North Carolina,"Johnston County, North Carolina",37,101
North Carolina,"Jones County, North Carolina",37,103
North Carolina,"Lee County, North Carolina",37,105
North Carolina,"Lenoir County, North Carolina",37,107
North Carolina,"Lincoln County, North Carolina",37,109
North Carolina,"Macon County, North Carolina",37,113
North Carolina,"Madison County, North Carolina",37,115
North Carolina,"Martin County, North Carolina",37,117
North Carolina,"McDowell County, North Carolina",37,111
North Carolina,"Mecklenburg County, North Carolina",37,119
North Carolina,"Mitchell County, North Carolina",37,121
North Carolina,"Montgomery County, North Carolina",37,123
North Carolina,"Moore County, North Carolina",37,125
North Carolina,"Nash County, North Carolina",37,127
North Carolina,"New Hanover County, North Carolina",37,129
North Carolina,"Northampton County, North Carolina",37,131
North Carolina,"Onslow County, North Carolina",37,133
North Carolina,"Orange County, North Carolina",37,135
North Carolina,"Pamlico County, North Carolina",37,137
North Carolina,"Pasquotank County, North Carolina",37,139
North Carolina,"Pender County, North Carolina",37,141
North Carolina,"Perquimans County, North Carolina",37,143
North Carolina,"Person County, North Carolina",37,145
North Carolina,"Pitt County, North Carolina",37,147
North Carolina,"Polk County, North Carolina",37,149
North Carolina,"Randolph County, North Carolina",37,151
North Carolina,"Richmond County, North Carolina",37,153
North Carolina,"Robeson County, North Carolina",37,155
North Carolina,"Rockingham County, North Carolina",37,157
North Carolina,"Rowan County, North Carolina",37,159
North Carolina,"Rutherford County, North Carolina",37,161
North Carolina,"Sampson County, North Carolina",37,163
North Carolina,"Scotland County, North Carolina",37,165
North Carolina,"Stanly County, North Carolina",37,167
North Carolina,"Stokes County, North Carolina",37,169
North Carolina,"Surry County, North Carolina",37,171
North Carolina,"Swain County, North Carolina",37,173
North Carolina,"Transylvania County, North Carolina",37,175
North Carolina,"Tyrrell County, North Carolina",37,177
North Carolina,"Union County, North Carolina",37,179
North Carolina,"Vance County, North Carolina",37,181
North Carolina,"Wake County, North Carolina",37,183
North Carolina,"Warren County, North Carolina",37,185
North Carolina,"Washington County, North Carolina",37,187
North Carolina,"Watauga County, North Carolina",37,189
North Carolina,"Wayne County, North Carolina",37,191
North Carolina,"Wilkes County, North Carolina",37,193
North Carolina,"Wilson County, North Carolina",37,195
North Carolina,"Yadkin County, North Carolina",37,197
North Carolina,"Yancey County, North Carolina",37,199
North Dakota,"Adams County, North Dakota",38,001
North Dakota,"Barnes County, North Dakota",38,003
North Dakota,"Benson County, North Dakota",38,005
North Dakota,"Billings County, North Dakota",38,007
North Dakota,"Bottineau County, North Dakota",38,009
North Dakota,"Bowman County, North Dakota",38,011
North Dakota,"Burke County, North Dakota",38,013
North Dakota,"Burleigh County, North Dakota",38,015
North Dakota,"Cass County, North Dakota",38,017
North Dakota,"Cavalier County, North Dakota",38,019
North Dakota,"Dickey County, North Dakota",38,021
North Dakota,"Divide County, North Dakota",38,023
North Dakota,"Dunn County, North Dakota",38,025
North Dakota,"Eddy County, North Dakota",38,027
North Dakota,"Emmons County, North Dakota",38,029
North Dakota,"Foster County, North Dakota",38,031
North Dakota,"Golden Valley County, North Dakota",38,033
North Dakota,"Grand Forks County, North Dakota",38,035
North Dakota,"Grant County, North Dakota",38,037
North Dakota,"Griggs County, North Dakota",38,039
North Dakota,"Hettinger County, North Dakota",38,041
North Dakota,"Kidder County, North Dakota",38,043
North Dakota,"LaMoure County, North Dakota",38,045
North Dakota,"Logan County, North Dakota",38,047
North Dakota,"McHenry County, North Dakota",38,049
North Dakota,"McIntosh County, North Dakota",38,051
North Dakota,"McKenzie County, North Dakota",38,053
North Dakota,"McLean County, North Dakota",38,055
North Dakota,"Mercer County, North Dakota",38,057
North Dakota,"Morton County, North Dakota",38,059
North Dakota,"Mountrail County, North Dakota",38,061
North Dakota,"Nelson County, North Dakota",38,063
North Dakota,"Oliver County, North Dakota",38,065
North Dakota,"Pembina County, North Dakota",38,067
North Dakota,"Pierce County, North Dakota",38,069
North Dakota,"Ramsey County, North Dakota",38,071
North Dakota,"Ransom County, North Dakota",38,073
North Dakota,"Renville County, North Dakota",38,075
North Dakota,"Richland County, North Dakota",38,077
North Dakota,"Rolette County, North Dakota",38,079
North Dakota,"Sargent County, North Dakota",38,081
North Dakota,"Sheridan County, North Dakota",38,083
North Dakota,"Sioux County, North Dakota",38,085
North Dakota,"Slope County, North Dakota",38,087
North Dakota,"Stark County, North Dakota",38,089
North Dakota,"Steele County, North Dakota",38,091
North Dakota,"Stutsman County, North Dakota",38,093
North Dakota,"Towner County, North Dakota",38,095
North Dakota,"Traill County, North Dakota",38,097
North Dakota,"Walsh County, North Dakota",38,099
North Dakota,"Ward County, North Dakota",38,101
North Dakota,"Wells County, North Dakota",38,103
North Dakota,"Williams County, North Dakota",38,105
Ohio,"Adams County, Ohio",39,001
Ohio,"Allen County, Ohio",39,003
Ohio,"Ashland County, Ohio",39,005
Ohio,"Ashtabula County, Ohio",39,007
Ohio,"Athens County, Ohio",39,009
Ohio,"Auglaize County, Ohio",39,011
Ohio,"Belmont County, Ohio",39,013
Ohio,"Brown County, Ohio",39,015
Ohio,"Butler County, Ohio",39,017
Ohio,"Carroll County, Ohio",39,019
Ohio,"Champaign County, Ohio",39,021
Ohio,"Clark County, Ohio",39,023
Ohio,"Clermont County, Ohio",39,025
Ohio,"Clinton County, Ohio",39,027
Ohio,"Columbiana County, Ohio",39,029
Ohio,"Coshocton County, Ohio",39,031
Ohio,"Crawford County, Ohio",39,033
Ohio,"Cuyahoga County, Ohio",39,035
Ohio,"Darke County, Ohio",39,037
Ohio,"Defiance County, Ohio",39,039
Ohio,"Delaware County, Ohio",39,041
Ohio,"Erie County, Ohio",39,043
Ohio,"Fairfield County, Ohio",39,045
Ohio,"Fayette County, Ohio",39,047
Ohio,"Franklin County, Ohio",39,049
Ohio,"Fulton County, Ohio",39,051
Ohio,"Gallia County, Ohio",39,053
Ohio,"Geauga County, Ohio",39,055
Ohio,"Greene County, Ohio",39,057
Ohio,"Guernsey County, Ohio",39,059
Ohio,"Hamilton County, Ohio",39,061
Ohio,"Hancock County, Ohio",39,063
Ohio,"Hardin County, Ohio",39,065
Ohio,"Harrison County, Ohio",39,067
Ohio,"Henry County, Ohio",39,069
Ohio,"Highland County, Ohio",39,071
Ohio,"Hocking County, Ohio",39,073
Ohio,"Holmes County, Ohio",39,075
Ohio,"Huron County, Ohio",39,077
Ohio,"Jackson County, Ohio",39,079
Ohio,"Jefferson County, Ohio",39,081
Ohio,"Knox County, Ohio",39,083
Ohio,"Lake County, Ohio",39,085
Ohio,"Lawrence County, Ohio",39,087
Ohio,"Licking County, Ohio",39,089
Ohio,"Logan County, Ohio",39,091
Ohio,"Lorain County, Ohio",39,093
Ohio,"Lucas County, Ohio",39,095
Ohio,"Madison County, Ohio",39,097
Ohio,"Mahoning County, Ohio",39,099
Ohio,"Marion County, Ohio",39,101
Ohio,"Medina County, Ohio",39,103
Ohio,"Meigs County, Ohio",39,105
Ohio,"Mercer County, Ohio",39,107
Ohio,"Miami County, Ohio",39,109
Ohio,"Monroe County, Ohio",39,111
Ohio,"Montgomery County, Ohio",39,113
Ohio,"Morgan County, Ohio",39,115
Ohio,"Morrow County, Ohio",39,117
Ohio,"Muskingum County, Ohio",39,119
Ohio,"Noble County, Ohio",39,121
Ohio,"Ottawa County, Ohio",39,123
Ohio,"Paulding County, Ohio",39,125
Ohio,"Perry County, Ohio",39,127
Ohio,"Pickaway County, Ohio",39,129
Ohio,"Pike County, Ohio",39,131
Ohio,"Portage County, Ohio",39,133
Ohio,"Preble County, Ohio",39,135
Ohio,"Putnam County, Ohio",39,137
Ohio,"Richland County, Ohio",39,139
Ohio,"Ross County, Ohio",39,141
Ohio,"Sandusky County, Ohio",39,143
Ohio,"Scioto County, Ohio",39,145
Ohio,"Seneca County, Ohio",39,147
Ohio,"Shelby County, Ohio",39,149
Ohio,"Stark County, Ohio",39,151
Ohio,"Summit County, Ohio",39,153
Ohio,"Trumbull County, Ohio",39,155
Ohio,"Tuscarawas County, Ohio",39,157
Ohio,"Union County, Ohio",39,159
Ohio,"Van Wert County, Ohio",39,161
Ohio,"Vinton County, Ohio",39,163
Ohio,"Warren County, Ohio",39,165
Ohio,"Washington County, Ohio",39,167
Ohio,"Wayne County, Ohio",39,169
Ohio,"Williams County, Ohio",39,171
Ohio,"Wood County, Ohio",39,173
Ohio,"Wyandot County, Ohio",39,175
Oklahoma,"Adair County, Oklahoma",40,001
Oklahoma,"Alfalfa County, Oklahoma",40,003
Oklahoma,"Atoka County, Oklahoma",40,005
Oklahoma,"Beaver County, Oklahoma",40,007
Oklahoma,"Beckham County, Oklahoma",40,009
Oklahoma,"Blaine County, Oklahoma",40,011
Oklahoma,"Bryan County, Oklahoma",40,013
Oklahoma,"Caddo County, Oklahoma",40,015
Oklahoma,"Canadian County, Oklahoma",40,017
Oklahoma,"Carter County, Oklahoma",40,019
Oklahoma,"Cherokee County, Oklahoma",40,021
Oklahoma,"Choctaw County, Oklahoma",40,023
Oklahoma,"Cimarron County, Oklahoma",40,025
Oklahoma,"Cleveland County, Oklahoma",40,027
Oklahoma,"Coal County, Oklahoma",40,029
Oklahoma,"Comanche County, Oklahoma",40,031
Oklahoma,"Cotton County, Oklahoma",40,033
Oklahoma,"Craig County, Oklahoma",40,035
Oklahoma,"Creek County, Oklahoma",40,037
Oklahoma,"Custer County, Oklahoma",40,039
Oklahoma,"Delaware County, Oklahoma",40,041
Oklahoma,"Dewey County, Oklahoma",40,043
Oklahoma,"Ellis County, Oklahoma",40,045
Oklahoma,"Garfield County, Oklahoma",40,047
Oklahoma,"Garvin County, Oklahoma",40,049
Oklahoma,"Grady County, Oklahoma",40,051
Oklahoma,"Grant County, Oklahoma",40,053
Oklahoma,"Greer County, Oklahoma",40,055
Oklahoma,"Harmon County, Oklahoma",40,057
Oklahoma,"Harper County, Oklahoma",40,059
Oklahoma,"Haskell County, Oklahoma",40,061
Oklahoma,"Hughes County, Oklahoma",40,063
Oklahoma,"Jackson County, Oklahoma",40,065
Oklahoma,"Jefferson County, Oklahoma",40,067
Oklahoma,"Johnston County, Oklahoma",40,069
Oklahoma,"Kay County, Oklahoma",40,071
Oklahoma,"Kingfisher County, Oklahoma",40,073
Oklahoma,"Kiowa County, Oklahoma",40,075
Oklahoma,"Latimer County, Oklahoma",40,077
Oklahoma,"Le Flore County, Oklahoma",40,079
Oklahoma,"Lincoln County, Oklahoma",40,081
Oklahoma,"Logan County, Oklahoma",40,083
Oklahoma,"Love County, Oklahoma",40,085
Oklahoma,"Major County, Oklahoma",40,093
Oklahoma,"Marshall County, Oklahoma",40,095
Oklahoma,"Mayes County, Oklahoma",40,097
Oklahoma,"McClain County, Oklahoma",40,087
Oklahoma,"McCurtain County, Oklahoma",40,089
Oklahoma,"McIntosh County, Oklahoma",40,091
Oklahoma,"Murray County, Oklahoma",40,099
Oklahoma,"Muskogee County, Oklahoma",40,101
Oklahoma,"Noble County, Oklahoma",40,103
Oklahoma,"Nowata County, Oklahoma",40,105
Oklahoma,"Okfuskee County, Oklahoma",40,107
Oklahoma,"Oklahoma County, Oklahoma",40,109
Oklahoma,"Okmulgee County, Oklahoma",40,111
Oklahoma,"Osage County, Oklahoma",40,113
Oklahoma,"Ottawa County, Oklahoma",40,115
Oklahoma,"Pawnee County, Oklahoma",40,117
Oklahoma,"Payne County, Oklahoma",40,119
Oklahoma,"Pittsburg County, Oklahoma",40,121
Oklahoma,"Pontotoc County, Oklahoma",40,123
Oklahoma,"Pottawatomie County, Oklahoma",40,125
Oklahoma,"Pushmataha County, Oklahoma",40,127
Oklahoma,"Roger Mills County, Oklahoma",40,129
Oklahoma,"Rogers County, Oklahoma",40,131
Oklahoma,"Seminole County, Oklahoma",40,133
Oklahoma,"Sequoyah County, Oklahoma",40,135
Oklahoma,"Stephens County, Oklahoma",40,137
Oklahoma,"Texas County, Oklahoma",40,139
Oklahoma,"Tillman County, Oklahoma",40,141
Oklahoma,"Tulsa County, Oklahoma",40,143
Oklahoma,"Wagoner County, Oklahoma",40,145
Oklahoma,"Washington County, Oklahoma",40,147
Oklahoma,"Washita County, Oklahoma",40,149
Oklahoma,"Woods County, Oklahoma",40,151
Oklahoma,"Woodward County, Oklahoma",40,153
Oregon,"Baker County, Oregon",41,001
Oregon,"Benton County, Oregon",41,003
Oregon,"Clackamas County, Oregon",41,005
Oregon,"Clatsop County, Oregon",41,007
Oregon,"Columbia County, Oregon",41,009
Oregon,"Coos County, Oregon",41,011
Oregon,"Crook County, Oregon",41,013
Oregon,"Curry County, Oregon",41,015
Oregon,"Deschutes County, Oregon",41,017
Oregon,"Douglas County, Oregon",41,019
Oregon,"Gilliam County, Oregon",41,021
Oregon,"Grant County, Oregon",41,023
Oregon,"Harney County, Oregon",41,025
Oregon,"Hood River County, Oregon",41,027
Oregon,"Jackson County, Oregon",41,029
Oregon,"Jefferson County, Oregon",41,031
Oregon,"Josephine County, Oregon",41,033
Oregon,"Klamath County, Oregon",41,035
Oregon,"Lake County, Oregon",41,037
Oregon,"Lane County, Oregon",41,039
Oregon,"Lincoln County, Oregon",41,041
Oregon,"Linn County, Oregon",41,043
Oregon,"Malheur County, Oregon",41,045
Oregon,"Marion County, Oregon",41,047
Oregon,"Morrow County, Oregon",41,049
Oregon,"Multnomah County, Oregon",41,051
Oregon,"Polk County, Oregon",41,053
Oregon,"Sherman County, Oregon",41,055
Oregon,"Tillamook County, Oregon",41,057
Oregon,"Umatilla County, Oregon",41,059
Oregon,"Union County, Oregon",41,061
Oregon,"Wallowa County, Oregon",41,063
Oregon,"Wasco County, Oregon",41,065
Oregon,"Washington County, Oregon",41,067
Oregon,"Wheeler County, Oregon",41,069
Oregon,"Yamhill County, Oregon",41,071
Pennsylvania,"Adams County, Pennsylvania",42,001
Pennsylvania,"Allegheny County, Pennsylvania",42,003
Pennsylvania,"Armstrong County, Pennsylvania",42,005
Pennsylvania,"Beaver County, Pennsylvania",42,007
Pennsylvania,"Bedford County, Pennsylvania",42,009
Pennsylvania,"Berks County, Pennsylvania",42,011
Pennsylvania,"Blair County, Pennsylvania",42,013
Pennsylvania,"Bradford County, Pennsylvania",42,015
Pennsylvania,"Bucks County, Pennsylvania",42,017
Pennsylvania,"Butler County, Pennsylvania",42,019
Pennsylvania,"Cambria County, Pennsylvania",42,021
Pennsylvania,"Cameron County, Pennsylvania",42,023
Pennsylvania,"Carbon County, Pennsylvania",42,025
Pennsylvania,"Centre County, Pennsylvania",42,027
Pennsylvania,"Chester County, Pennsylvania",42,029
Pennsylvania,"Clarion County, Pennsylvania",42,031
Pennsylvania,"Clearfield County, Pennsylvania",42,033
Pennsylvania,"Clinton County, Pennsylvania",42,035
Pennsylvania,"Columbia County, Pennsylvania",42,037
Pennsylvania,"Crawford County, Pennsylvania",42,039
Pennsylvania,"Cumberland County, Pennsylvania",42,041
Pennsylvania,"Dauphin County, Pennsylvania",42,043
Pennsylvania,"Delaware County, Pennsylvania",42,045
Pennsylvania,"Elk County, Pennsylvania",42,047
Pennsylvania,"Erie County, Pennsylvania",42,049
Pennsylvania,"Fayette County, Pennsylvania",42,051
Pennsylvania,"Forest County, Pennsylvania",42,053
Pennsylvania,"Franklin County, Pennsylvania",42,055
Pennsylvania,"Fulton County, Pennsylvania",42,057
Pennsylvania,"Greene County, Pennsylvania",42,059
Pennsylvania,"Huntingdon County, Pennsylvania",42,061
Pennsylvania,"Indiana County, Pennsylvania",42,063
Pennsylvania,"Jefferson County, Pennsylvania",42,065
Pennsylvania,"Juniata County, Pennsylvania",42,067
Pennsylvania,"Lackawanna County, Pennsylvania",42,069
Pennsylvania,"Lancaster County, Pennsylvania",42,071
Pennsylvania,"Lawrence County, Pennsylvania",42,073
Pennsylvania,"Lebanon County, Pennsylvania",42,075
Pennsylvania,"Lehigh County, Pennsylvania",42,077
Pennsylvania,"Luzerne County, Pennsylvania",42,079
Pennsylvania,"Lycoming County, Pennsylvania",42,081
Pennsylvania,"McKean County, Pennsylvania",42,083
Pennsylvania,"Mercer County, Pennsylvania",42,085
Pennsylvania,"Mifflin County, Pennsylvania",42,087
Pennsylvania,"Monroe County, Pennsylvania",42,089
Pennsylvania,"Montgomery County, Pennsylvania",42,091
Pennsylvania,"Montour County, Pennsylvania",42,093
Pennsylvania,"Northampton County, Pennsylvania",42,095
Pennsylvania,"Northumberland County, Pennsylvania",42,097
Pennsylvania,"Perry County, Pennsylvania",42,099
Pennsylvania,"Philadelphia County, Pennsylvania",42,101
Pennsylvania,"Pike County, Pennsylvania",42,103
Pennsylvania,"Potter County, Pennsylvania",42,105
Pennsylvania,"Schuylkill County, Pennsylvania",42,107
Pennsylvania,"Snyder County, Pennsylvania",42,109
Pennsylvania,"Somerset County, Pennsylvania",42,111
Pennsylvania,"Sullivan County, Pennsylvania",42,113
Pennsylvania,"Susquehanna County, Pennsylvania",42,115
Pennsylvania,"Tioga County, Pennsylvania",42,117
Pennsylvania,"Union County, Pennsylvania",42,119
Pennsylvania,"Venango County, Pennsylvania",42,121
Pennsylvania,"Warren County, Pennsylvania",42,123
Pennsylvania,"Washington County, Pennsylvania",42,125
Pennsylvania,"Wayne County, Pennsylvania",42,127
Pennsylvania,"Westmoreland County, Pennsylvania",42,129
Pennsylvania,"Wyoming County, Pennsylvania",42,131
Pennsylvania,"York County, Pennsylvania",42,133
Puerto Rico,"Adjuntas Municipio, Puerto Rico",72,001
Puerto Rico,"Aguada Municipio, Puerto Rico",72,003
Puerto Rico,"Aguadilla Municipio, Puerto Rico",72,005
Puerto Rico,"Aguas Buenas Municipio, Puerto Rico",72,007
Puerto Rico,"Aibonito Municipio, Puerto Rico",72,009
Puerto Rico,"Arecibo Municipio, Puerto Rico",72,013
Puerto Rico,"Arroyo Municipio, Puerto Rico",72,015
Puerto Rico,"Añasco Municipio, Puerto Rico",72,011
Puerto Rico,"Barceloneta Municipio, Puerto Rico",72,017
Puerto Rico,"Barranquitas Municipio, Puerto Rico",72,019
Puerto Rico,"Bayamón Municipio, Puerto Rico",72,021
Puerto Rico,"Cabo Rojo Municipio, Puerto Rico",72,023
Puerto Rico,"Caguas Municipio, Puerto Rico",72,025
Puerto Rico,"Camuy Municipio, Puerto Rico",72,027
Puerto Rico,"Canóvanas Municipio, Puerto Rico",72,029
Puerto Rico,"Carolina Municipio, Puerto Rico",72,031
Puerto Rico,"Cataño Municipio, Puerto Rico",72,033
Puerto Rico,"Cayey Municipio, Puerto Rico",72,035
Puerto Rico,"Ceiba Municipio, Puerto Rico",72,037
Puerto Rico,"Ciales Municipio, Puerto Rico",72,039
Puerto Rico,"Cidra Municipio, Puerto Rico",72,041
Puerto Rico,"Coamo Municipio, Puerto Rico",72,043
Puerto Rico,"Comerío Municipio, Puerto Rico",72,045
Puerto Rico,"Corozal Municipio, Puerto Rico",72,047
Puerto Rico,"Culebra Municipio, Puerto Rico",72,049
Puerto Rico,"Dorado Municipio, Puerto Rico",72,051
Puerto Rico,"Fajardo Municipio, Puerto Rico",72,053
Puerto Rico,"Florida Municipio, Puerto Rico",72,054
Puerto Rico,"Guayama Municipio, Puerto Rico",72,057
Puerto Rico,"Guayanilla Municipio, Puerto Rico",72,059
Puerto Rico,"Guaynabo Municipio, Puerto Rico",72,061
Puerto Rico,"Gurabo Municipio, Puerto Rico",72,063
Puerto Rico,"Guánica Municipio, Puerto Rico",72,055
Puerto Rico,"Hatillo Municipio, Puerto Rico",72,065
Puerto Rico,"Hormigueros Municipio, Puerto Rico",72,067
Puerto Rico,"Humacao Municipio, Puerto Rico",72,069
Puerto Rico,"Isabela Municipio, Puerto Rico",72,071
Puerto Rico,"Jayuya Municipio, Puerto Rico",72,073
Puerto Rico,"Juana Díaz Municipio, Puerto Rico",72,075
Puerto Rico,"Juncos Municipio, Puerto Rico",72,077
Puerto Rico,"Lajas Municipio, Puerto Rico",72,079
Puerto Rico,"Lares Municipio, Puerto Rico",72,081
Puerto Rico,"Las Marías Municipio, Puerto Rico",72,083
Puerto Rico,"Las Piedras Municipio, Puerto Rico",72,085
Puerto Rico,"Loíza Municipio, Puerto Rico",72,087
Puerto Rico,"Luquillo Municipio, Puerto Rico",72,089
Puerto Rico,"Manatí Municipio, Puerto Rico",72,091
Puerto Rico,"Maricao Municipio, Puerto Rico",72,093
Puerto Rico,"Maunabo Municipio, Puerto Rico",72,095
Puerto Rico,"Mayagüez Municipio, Puerto Rico",72,097
Puerto Rico,"Moca Municipio, Puerto Rico",72,099
Puerto Rico,"Morovis Municipio, Puerto Rico",72,101
Puerto Rico,"Naguabo Municipio, Puerto Rico",72,103
Puerto Rico,"Naranjito Municipio, Puerto Rico",72,105
Puerto Rico,"Orocovis Municipio, Puerto Rico",72,107
Puerto Rico,"Patillas Municipio, Puerto Rico",72,109
Puerto Rico,"Peñuelas Municipio, Puerto Rico",72,111
Puerto Rico,"Ponce Municipio, Puerto Rico",72,113
Puerto Rico,"Quebradillas Municipio, Puerto Rico",72,115
Puerto Rico,"Rincón Municipio, Puerto Rico",72,117
Puerto Rico,"Río Grande Municipio, Puerto Rico",72,119
Puerto Rico,"Sabana Grande Municipio, Puerto Rico",72,121
Puerto Rico,"Salinas Municipio, Puerto Rico",72,123
Puerto Rico,"San Germán Municipio, Puerto Rico",72,125
Puerto Rico,"San Juan Municipio, Puerto Rico",72,127
Puerto Rico,"San Lorenzo Municipio, Puerto Rico",72,129
Puerto Rico,"San Sebastián Municipio, Puerto Rico",72,131
Puerto Rico,"Santa Isabel Municipio, Puerto Rico",72,133
Puerto Rico,"Toa Alta Municipio, Puerto Rico",72,135
Puerto Rico,"Toa Baja Municipio, Puerto Rico",72,137
Puerto Rico,"Trujillo Alto Municipio, Puerto Rico",72,139
Puerto Rico,"Utuado Municipio, Puerto Rico",72,141
Puerto Rico,"Vega Alta Municipio, Puerto Rico",72,143
Puerto Rico,"Vega Baja Municipio, Puerto Rico",72,145
Puerto Rico,"Vieques Municipio, Puerto Rico",72,147
Puerto Rico,"Villalba Municipio, Puerto Rico",72,149
Puerto Rico,"Yabucoa Municipio, Puerto Rico",72,151
Puerto Rico,"Yauco Municipio, Puerto Rico",72,153
Rhode Island,"Bristol County, Rhode Island",44,001
Rhode Island,"Kent County, Rhode Island",44,003
Rhode Island,"Newport County, Rhode Island",44,005
Rhode Island,"Providence County, Rhode Island",44,007
Rhode Island,"Washington County, Rhode Island",44,009
South Carolina,"Abbeville County, South Carolina",45,001
South Carolina,"Aiken County, South Carolina",45,003
South Carolina,"Allendale County, South Carolina",45,005
South Carolina,"Anderson County, South Carolina",45,007
South Carolina,"Bamberg County, South Carolina",45,009
South Carolina,"Barnwell County, South Carolina",45,011
South Carolina,"Beaufort County, South Carolina",45,013
South Carolina,"Berkeley County, South Carolina",45,015
South Carolina,"Calhoun County, South Carolina",45,017
South Carolina,"Charleston County, South Carolina",45,019
South Carolina,"Cherokee County, South Carolina",45,021
South Carolina,"Chester County, South Carolina",45,023
South Carolina,"Chesterfield County, South Carolina",45,025
South Carolina,"Clarendon County, South Carolina",45,027
South Carolina,"Colleton County, South Carolina",45,029
South Carolina,"Darlington County, South Carolina",45,031
South Carolina,"Dillon County, South Carolina",45,033
South Carolina,"Dorchester County, South Carolina",45,035
South Carolina,"Edgefield County, South Carolina",45,037
South Carolina,"Fairfield County, South Carolina",45,039
South Carolina,"Florence County, South Carolina",45,041
South Carolina,"Georgetown County, South Carolina",45,043
South Carolina,"Greenville County, South Carolina",45,045
South Carolina,"Greenwood County, South Carolina",45,047
South Carolina,"Hampton County, South Carolina",45,049
South Carolina,"Horry County, South Carolina",45,051
South Carolina,"Jasper County, South Carolina",45,053
South Carolina,"Kershaw County, South Carolina",45,055
South Carolina,"Lancaster County, South Carolina",45,057
South Carolina,"Laurens County, South Carolina",45,059
South Carolina,"Lee County, South Carolina",45,061
South Carolina,"Lexington County, South Carolina",45,063
South Carolina,"Marion County, South Carolina",45,067
South Carolina,"Marlboro County, South Carolina",45,069
South Carolina,"McCormick County, South Carolina",45,065
South Carolina,"Newberry County, South Carolina",45,071
South Carolina,"Oconee County, South Carolina",45,073
South Carolina,"Orangeburg County, South Carolina",45,075
South Carolina,"Pickens County, South Carolina",45,077
South Carolina,"Richland County, South Carolina",45,079
South Carolina,"Saluda County, South Carolina",45,081
South Carolina,"Spartanburg County, South Carolina",45,083
South Carolina,"Sumter County, South Carolina",45,085
South Carolina,"Union County, South Carolina",45,087
South Carolina,"Williamsburg County, South Carolina",45,089
South Carolina,"York County, South Carolina",45,091
South Dakota,"Aurora County, South Dakota",46,003
South Dakota,"Beadle County, South Dakota",46,005
South Dakota,"Bennett County, South Dakota",46,007
South Dakota,"Bon Homme County, South Dakota",46,009
South Dakota,"Brookings County, South Dakota",46,011
South Dakota,"Brown County, South Dakota",46,013
South Dakota,"Brule County, South Dakota",46,015
South Dakota,"Buffalo County, South Dakota",46,017
South Dakota,"Butte County, South Dakota",46,019
South Dakota,"Campbell County, South Dakota",46,021
South Dakota,"Charles Mix County, South Dakota",46,023
South Dakota,"Clark County, South Dakota",46,025
South Dakota,"Clay County, South Dakota",46,027
South Dakota,"Codington County, South Dakota",46,029
South Dakota,"Corson County, South Dakota",46,031
South Dakota,"Custer County, South Dakota",46,033
South Dakota,"Davison County, South Dakota",46,035
South Dakota,"Day County, South Dakota",46,037
South Dakota,"Deuel County, South Dakota",46,039
South Dakota,"Dewey County, South Dakota",46,041
South Dakota,"Douglas County, South Dakota",46,043
South Dakota,"Edmunds County, South Dakota",46,045
South Dakota,"Fall River County, South Dakota",46,047
South Dakota,"Faulk County, South Dakota",46,049
South Dakota,"Grant County, South Dakota",46,051
South Dakota,"Gregory County, South Dakota",46,053
South Dakota,"Haakon County, South Dakota",46,055
South Dakota,"Hamlin County, South Dakota",46,057
South Dakota,"Hand County, South Dakota",46,059
South Dakota,"Hanson County, South Dakota",46,061
South Dakota,"Harding County, South Dakota",46,063
South Dakota,"Hughes County, South Dakota",46,065
South Dakota,"Hutchinson County, South Dakota",46,067
South Dakota,"Hyde County, South Dakota",46,069
South Dakota,"Jackson County, South Dakota",46,071
South Dakota,"Jerauld County, South Dakota",46,073
South Dakota,"Jones County, South Dakota",46,075
South Dakota,"Kingsbury County, South Dakota",46,077
South Dakota,"Lake County, South Dakota",46,079
South Dakota,"Lawrence County, South Dakota",46,081
South Dakota,"Lincoln County, South Dakota",46,083
South Dakota,"Lyman County, South Dakota",46,085
South Dakota,"Marshall County, South Dakota",46,091
South Dakota,"McCook County, South Dakota",46,087
South Dakota,"McPherson County, South Dakota",46,089
South Dakota,"Meade County, South Dakota",46,093
South Dakota,"Mellette County, South Dakota",46,095
South Dakota,"Miner County, South Dakota",46,097
South Dakota,"Minnehaha County, South Dakota",46,099
South Dakota,"Moody County, South Dakota",46,101
South Dakota,"Oglala Lakota County, South Dakota",46,102
South Dakota,"Pennington County, South Dakota",46,103
South Dakota,"Perkins County, South Dakota",46,105
South Dakota,"Potter County, South Dakota",46,107
South Dakota,"Roberts County, South Dakota",46,109
South Dakota,"Sanborn County, South Dakota",46,111
South Dakota,"Spink County, South Dakota",46,115
